Date Created,Tweets
2022-11-21 18:33:16+00:00,@waitbutwhy Absolutely
2022-11-21 18:30:41+00:00,"@lenjin2 @catturd2 I like his music tbh, but maybe Etsy is more his style"
2022-11-21 18:20:47+00:00,"Hope all judgy hall monitors stay on other platforms – please, I’m begging u"
2022-11-21 18:14:32+00:00,@rhemrajani9 Feels so long ago 🤭
2022-11-21 18:10:14+00:00,@lexfridman It is so entertaining!
2022-11-21 17:56:15+00:00,Twitter is fun 🚀 💫 ♥️
2022-11-21 17:52:59+00:00,@KimDotcom @BillFOXLA @FoxNews Behavior follows the incentives for political power
2022-11-21 17:48:00+00:00,@lexfridman Good times :)
2022-11-21 17:44:49+00:00,@LanceUlanoff @Rainmaker1973 Then let us work to make the future better
2022-11-21 17:43:04+00:00,"@rationalwalk @BillFOXLA @FoxNews We should actively recruit the best &amp; brightest to part of the United States! 

That is what every championship sports team does."
2022-11-21 17:31:11+00:00,@micsolana So unfair! 🤣
2022-11-21 17:08:11+00:00,@MrStevenSteele @catturd2 🤣
2022-11-21 16:58:28+00:00,@catturd2 And it turns out that Trent “nine inch nails” Reznor is actually a crybaby 🤣
2022-11-21 16:40:14+00:00,@Rainmaker1973 I can’t think of a worse curse than living forever
2022-11-21 16:30:05+00:00,"@BillFOXLA @FoxNews Seems bizarre that it’s so easy enter illegally, but so hard to get a legal work visa"
2022-11-21 04:44:17+00:00,"@KimDotcom @SamHarrisOrg My firstborn child died in my arms. I felt his last heartbeat. 

I have no mercy for anyone who would use the deaths of children for gain, politics or fame."
2022-11-21 04:34:48+00:00,"@teslaownersSV @EvaFoxU Oh man, that’s a long story, but if we haven’t cut response time in half by end of year, I will hang my head in shame"
2022-11-21 04:32:33+00:00,@BLKMDL3 @EvaFoxU Latter
2022-11-21 04:32:12+00:00,"@teslaownersSV @EvaFoxU Yes, major focus on video overall"
2022-11-21 04:29:47+00:00,@EvaFoxU Priority #1
2022-11-21 03:12:01+00:00,"@SamHarrisOrg Suffer little children, and forbid them not, to come unto me: for of such is the kingdom of heaven"
2022-11-21 02:37:00+00:00,@EvaFoxU Falcon is powered by 9 merkins!
2022-11-21 01:55:54+00:00,Our love will never die https://t.co/y5SldfAAt0
2022-11-21 01:19:15+00:00,And lead us not into temptation … https://t.co/8qNOXzwXS9
2022-11-21 00:38:35+00:00,@EvaFoxU So tempting …
2022-11-20 23:36:02+00:00,@HappyJesse Yes
2022-11-20 23:08:35+00:00,"@kanyewest Don’t kill what ye hate
Save what ye love"
2022-11-20 22:30:51+00:00,@teslaownersSV @kcoleman Making good progress. Still tracking to wide release next month.
2022-11-20 22:21:31+00:00,"World Cup Qatar 2022: Opening Ceremony
https://t.co/TjSSitY7fK"
2022-11-20 21:55:25+00:00,"@TimRunsHisMouth So you say “mainstream media” is biased? 

Hmm, will have to fact-check that with mainstream media.

Nope, they say everything is cool!"
2022-11-20 21:51:23+00:00,"@RaheemKassam They just can’t stop writing about Twitter, which is driving usage through roof lmao"
2022-11-20 21:49:04+00:00,@catturd2 One thing is for sure: it’s not boring https://t.co/47uPkl88gZ
2022-11-20 21:45:54+00:00,@kcoleman Exactly
2022-11-20 21:09:46+00:00,@stillgray @mtaibbi “All the news that’s fit to print” my ass
2022-11-20 20:18:43+00:00,@CBSNewsPress 🤭
2022-11-20 20:13:05+00:00,@Starbie888 @NateSilver538 [Cue Spider-Man meme]
2022-11-20 20:12:22+00:00,@Starbie888 @NateSilver538 What could be more fun than a social network consisting entirely of hall monitors!?
2022-11-20 18:36:52+00:00,@NateSilver538 🤣🤣💯🎯
2022-11-20 14:44:38+00:00,@mtaibbi It is tragic how far The New York Times has fallen – basically just boring af far left brainwashing at this point. The boring part is truly unforgivable!
2022-11-20 14:40:09+00:00,World Cup starts soon! Follow on Twitter for best coverage by far.
2022-11-20 14:36:49+00:00,@WholeMarsBlog 🤣
2022-11-20 14:33:09+00:00,@TomFitton Sure as night follows day …
2022-11-20 05:14:30+00:00,@JGreenblattADL @ADL Hey stop defaming me!
2022-11-20 04:57:42+00:00,@naiivememe 🔥🔥
2022-11-20 04:50:20+00:00,Twitter is ALIVE
2022-11-20 03:54:40+00:00,@EMTSLA @teslaownersSV @RaheemKassam @nypost Good idea
2022-11-20 03:52:22+00:00,@teslaownersSV @RaheemKassam @nypost Their posts are super boring
2022-11-20 03:49:18+00:00,@RaheemKassam @nypost They should bring Walter Cronkite back
2022-11-20 03:40:54+00:00,@nypost Oh forget it who cares
2022-11-20 03:36:12+00:00,@RenataKonkoly @nypost 🤣💯
2022-11-20 03:35:25+00:00,@nypost Who made this decision?
2022-11-20 03:30:23+00:00,@BuzzPatterson 😉
2022-11-20 03:29:41+00:00,@KimDotcom Twitter engineering is working on it
2022-11-20 02:59:45+00:00,@sriramk Server load is insane rn. Good stress test before World Cup tomorrow!
2022-11-20 02:35:09+00:00,@DavidSacks Well-said
2022-11-20 02:10:11+00:00,@LefterisJP Lmaooo
2022-11-20 02:07:29+00:00,@TrungTPhan 🤣🤣
2022-11-20 00:53:25+00:00,"The people have spoken. 

Trump will be reinstated.

Vox Populi, Vox Dei. https://t.co/jmkhFuyfkv"
2022-11-20 00:30:26+00:00,@TheBabylonBee 🤣 but actually
2022-11-20 00:15:30+00:00,@MomAngtrades 🤣
2022-11-19 23:07:08+00:00,134M people have seen this poll
2022-11-19 23:05:34+00:00,@TrungTPhan Red Bull does work tbh
2022-11-19 22:49:44+00:00,@BillyM2k @lexfridman Definitely need to improve Twitter’s dopamine/cortisol ratio!
2022-11-19 22:48:54+00:00,@BillyM2k @waitbutwhy I agree
2022-11-19 21:21:31+00:00,@micsolana 🤣🤣
2022-11-19 21:19:48+00:00,The most entertaining outcome is the most likely – my variant on Occam’s Razor
2022-11-19 21:16:47+00:00,@alexxubyte Twitter search will add feedback loops to improve result rank based on which result you click on &amp; whether you immediately click back (implies wrong result)
2022-11-19 21:14:12+00:00,"@alexxubyte Notes from last night:
- Maybe deprecate TLS this week, as only needed if Android app &gt;1 year old.
- Home mixer computes Home  ~10X faster than Timeline.
- Ad mixer can greatly improve relevance at cost of lower total ad views. More interesting the ad, more time you look at it."
2022-11-19 14:12:19+00:00,@ErrolWebber Most accurate would be to require access to phone GPS for location-specific polls
2022-11-19 14:11:07+00:00,@ErrolWebber Yes
2022-11-19 13:23:21+00:00,Fascinating to watch Twitter Trump poll!
2022-11-19 13:02:19+00:00,@Nomad_1x Bot &amp; troll armies might be running out of steam soon. Some interesting lessons to clean up future polls.
2022-11-19 12:45:54+00:00,@DavidSacks Good question
2022-11-19 12:19:23+00:00,@WholeMarsBlog Most amount of people I’ve ever seen in the building by far
2022-11-19 12:02:22+00:00,@micsolana 🤣🤣
2022-11-19 11:43:12+00:00,@Jason @DavidSacks @Zappos That was certainly my intention too!
2022-11-19 09:37:51+00:00,Tesla FSD 10.69.3.1 going to wide release now
2022-11-19 09:28:36+00:00,Just leaving Twitter HQ code review https://t.co/pYcXRTJm14
2022-11-19 09:21:31+00:00,@Nomad_1x The bot attack is impressive to watch!
2022-11-19 09:05:35+00:00,Trump poll getting ~1M votes/hour!
2022-11-19 09:02:30+00:00,@micsolana Can’t tell if this is parody or real
2022-11-19 06:06:34+00:00,"@jack @Lucididy @jordanbpeterson Verification through the payment system plus phones, but allowing pseudonyms is the least bad solution I can think of"
2022-11-19 02:09:59+00:00,"@saylor When polls are about a significant question, even those who don’t follow me tend to hear about it. That said, I agree with the idea of an all-user poll. Should also be an all-user by country poll."
2022-11-19 02:07:59+00:00,@lexfridman Agreed
2022-11-19 00:53:47+00:00,"Vox Populi, Vox Dei"
2022-11-19 00:47:45+00:00,Reinstate former President Trump
2022-11-19 00:41:18+00:00,@thevivafrei @paraga @jack Too bad
2022-11-19 00:25:35+00:00,@S3XYstarship @slashdot DoJ Antitrust @JusticeATR
2022-11-19 00:15:53+00:00,"@slashdot App store fees are obviously too high due to the iOS/Android duopoly. 

It is a hidden 30% tax on the Internet."
2022-11-19 00:13:23+00:00,@Tesmanian_com Kind of him to say. I look forward to meeting.
2022-11-18 22:14:51+00:00,@TrungTPhan 🤣
2022-11-18 22:07:39+00:00,First World Cup match on Sunday! Watch on Twitter for best coverage &amp; real-time commentary.
2022-11-18 21:52:14+00:00,@BillyM2k Exactly
2022-11-18 21:11:12+00:00,@Benioff Thanks Marc ❤️
2022-11-18 19:03:47+00:00,@HardcoreNolley No
2022-11-18 18:38:38+00:00,"Note, this applies just to the individual tweet, not the whole account"
2022-11-18 18:37:03+00:00,@TheBabylonBee If only there had been a way … 🤣🤣
2022-11-18 18:33:48+00:00,"Kathie Griffin, Jorden Peterson &amp; Babylon Bee have been reinstated.

Trump decision has not yet been made."
2022-11-18 18:31:47+00:00,"New Twitter policy is freedom of speech, but not freedom of reach.

Negative/hate tweets will be max deboosted &amp; demonetized, so no ads or other revenue to Twitter. 

You won’t find the tweet unless you specifically seek it out, which is no different from rest of Internet."
2022-11-18 18:22:01+00:00,Freedom Fridays …
2022-11-18 18:19:37+00:00,@BillyM2k Jazz hands 🤗
2022-11-18 17:38:07+00:00,What should Twitter do next?
2022-11-18 17:37:40+00:00,@Yemen_770 🤣
2022-11-18 16:40:26+00:00,@micsolana You don’t say …
2022-11-18 15:56:43+00:00,@SamTwits Of course not ❤️
2022-11-18 15:33:16+00:00,@DrKrusher 🥱
2022-11-18 15:20:01+00:00,@MikeDulaimi I stand corrected!
2022-11-18 15:16:30+00:00,https://t.co/OjhQJvruTy
2022-11-18 10:26:25+00:00,@lionxmah @folha ?
2022-11-18 09:47:40+00:00,@AOC You’re welcome
2022-11-18 09:25:02+00:00,"@WholeMarsBlog Record numbers of users are logging in to see if Twitter is dead, ironically making it more alive than ever!"
2022-11-18 08:56:22+00:00,@piersmorgan Seriously
2022-11-18 06:40:12+00:00,https://t.co/JU073T756X
2022-11-18 04:23:16+00:00,https://t.co/rbwbsLA1ZG
2022-11-18 04:20:14+00:00,🏴‍☠️
2022-11-18 04:19:11+00:00,@ashleevance 🤣
2022-11-18 04:12:21+00:00,Let that sink in …
2022-11-18 04:07:05+00:00,And … we just hit another all-time high in Twitter usage lol
2022-11-18 03:58:03+00:00,"@stoolpresidente The best people are staying, so I’m not super worried"
2022-11-18 03:46:11+00:00,"@bgurley @MichaelGuimarin Don’t wanna jinx it, but there’s a chance we can keep Twitter alive … https://t.co/mk3aCq0dEB"
2022-11-18 03:34:58+00:00,@anothercohen Thanks for helping out. You’re a lifesaver!
2022-11-18 01:29:38+00:00,@MichaelGuimarin Thanks!
2022-11-18 01:25:55+00:00,"How do you make a small fortune in social media?

Start out with a large one."
2022-11-17 23:34:38+00:00,@growing_daniel @micsolana 🤣
2022-11-17 23:28:28+00:00,"@EvaFoxU The media constantly writing about Twitter is driving usage to all-time highs, so it’s fine by me!"
2022-11-17 20:28:52+00:00,@MinimalDuck @Tesla Cybertruck is something special that comes along once in a long while
2022-11-17 17:53:14+00:00,"@heydave7 Current class-action law is actually a massive tax on the American people and desperately needs reform. It is one of the reasons medication is so expensive in the USA.

Somehow, other countries do just fine without class-action law."
2022-11-17 17:50:20+00:00,@heydave7 The actual attackers in class-action lawsuits are the law firms. They just find someone in the class to be their puppet.
2022-11-17 17:41:14+00:00,@AutismCapital Ok
2022-11-17 15:31:43+00:00,@chazman We’re working on something that should rank replies automatically
2022-11-17 15:26:13+00:00,Twitter is like open-sourcing the news
2022-11-17 15:24:04+00:00,@dogeofficialceo Polycule 🔥🔥
2022-11-17 15:21:51+00:00,@sama Probably
2022-11-17 15:21:10+00:00,@Dilbert_Daily Even TikTok is super dependent on ads
2022-11-17 15:15:23+00:00,"SBF is ineffective altruism, but they thought he was saying he was in effective altruism. Easy misunderstanding."
2022-11-17 15:11:47+00:00,@growing_daniel @jeremiahscholl I don’t wanna brag but … it’s true
2022-11-17 08:45:55+00:00,@minliangtan Definitely
2022-11-17 08:37:59+00:00,Not to mention the sickkk memes lol
2022-11-17 08:35:22+00:00,Coverage of FTX meltdown is incomparably faster *and* better quality on Twitter than old-school media
2022-11-17 07:43:09+00:00,@BillyM2k @adamscochran @accretionist Ability to do long tweets coming soon
2022-11-17 07:24:53+00:00,@westcoastbill https://t.co/O9quYfsUqV
2022-11-17 06:50:26+00:00,"@AutismCapital It’s not his fault, society is to blame. Arrest society!"
2022-11-17 05:04:19+00:00,@SaladBarFan 🎯
2022-11-17 03:34:42+00:00,@DavidSacks I believe in vice-signaling
2022-11-17 03:32:28+00:00,"@laurenweinstein @stocktalkweekly Correct. I will continue to run Twitter until it is in a strong place, which will take some time."
2022-11-17 03:30:38+00:00,@jack Magic 🎱 knows all
2022-11-17 03:16:59+00:00,@amitkgupta84 @Jason Literally working on that tonight
2022-11-16 22:26:02+00:00,@paulg People have no idea how fast Twitter will evolve
2022-11-16 22:17:42+00:00,@WholeMarsBlog Yep
2022-11-16 20:23:08+00:00,"@realGeorgeHotz @boing Sure, let’s talk."
2022-11-16 18:56:33+00:00,"@jimmyfallon Wait a second, how do we know you’re not an alien body snatcher pretending to be Jimmy!? 

Say something that only the real Jimmy would say …"
2022-11-16 17:25:25+00:00,@rising_serpent Why is that?
2022-11-16 17:19:54+00:00,@jimmyfallon Sounds like a job for @CommunityNotes!
2022-11-16 13:55:43+00:00,"@bowx_ To heir is human, to forgive, divine (something like that)"
2022-11-16 13:53:57+00:00,@jimmyfallon Fix what?
2022-11-16 13:45:50+00:00,@Mrwhosetheboss Maybe
2022-11-16 08:25:44+00:00,@NASA @NASAArtemis @NASA_SLS @NASA_Orion Congratulations!!
2022-11-16 07:17:56+00:00,@JuliusSinghania @wongmjane X will be the everything app
2022-11-16 07:09:17+00:00,@yukaichou I’m the taint haha
2022-11-16 07:07:09+00:00,"@nichegamer @teslaownersSV @chicago_glenn @stillgray @dcherring Yeah, next-level 🤣🤣"
2022-11-16 06:36:21+00:00,@teslaownersSV @chicago_glenn @stillgray @dcherring @nichegamer Fasting + Ozempic/Wegovy + no tasty food near me
2022-11-16 06:33:50+00:00,@chicago_glenn @stillgray @dcherring @nichegamer Down 30 lbs!
2022-11-16 06:33:19+00:00,@jhall @stillgray @dcherring @nichegamer @Forbes Yup
2022-11-16 06:07:05+00:00,@wongmjane 😉
2022-11-16 05:52:20+00:00,"@stevenmarkryan My apologies, this will be fixed within a week, two at most"
2022-11-16 05:43:18+00:00,@stillgray @dcherring @nichegamer Agreed. What will matter in the future is how many Verified followers you have.
2022-11-16 01:34:35+00:00,@teslaownersSV We’ll widen V11 beta before Thanksgiving
2022-11-16 01:24:51+00:00,@dcherring @nichegamer Hard to say who’s celeb &amp; who isn’t. Being able to sort by follower count &amp; disallowing deliberate impersonation probably solves this.
2022-11-16 00:03:07+00:00,@nichegamer All unpaid legacy Blue checkmarks will be removed in a few months
2022-11-15 23:26:28+00:00,"@RationalBlonde With new release, changing your verified name will cause loss of checkmark until name is confirmed by Twitter to meet Terms of Service"
2022-11-15 23:24:25+00:00,@RationalBlonde 🤣
2022-11-15 23:23:37+00:00,@TweetsOfJee @RationalBlonde 🤣
2022-11-15 23:18:02+00:00,Punting relaunch of Blue Verified to November 29th to make sure that it is rock solid
2022-11-15 23:02:52+00:00,@business False
2022-11-15 22:57:09+00:00,@mrjasonchoi @nytimes Interesting thread
2022-11-15 22:54:56+00:00,"@SenBillNelson @NASA @SpaceX Much appreciated, SpaceX will not let NASA down!"
2022-11-15 20:43:17+00:00,Important to admit when I’m wrong &amp; firing them was truly one of my biggest mistakes
2022-11-15 20:40:54+00:00,Welcoming back Ligma &amp; Johnson! https://t.co/LEhXV95Njj
2022-11-15 19:50:14+00:00,@BillyM2k Actual Silicon Valley is way crazier!
2022-11-15 19:36:37+00:00,"@waitbutwhy This is just as a result of people living longer. Population collapse is already built-in, due to dramatically decreasing birth rates."
2022-11-15 19:31:39+00:00,@jack @micsolana 💯
2022-11-15 19:29:21+00:00,@elonchieftwit False
2022-11-15 19:28:37+00:00,@mualphaxi @micsolana @JTLonsdale @SenMarkey Much appreciated
2022-11-15 18:22:20+00:00,@presidentbison @schrep Schrep is great
2022-11-15 18:18:29+00:00,@libsoftiktok A tragic case of adult onset Tourette’s
2022-11-15 18:14:09+00:00,@catturd2 @WholeMarsBlog You make a compelling case
2022-11-15 17:47:05+00:00,@micsolana The injustice of it all 😭😭
2022-11-15 17:37:55+00:00,@ajtourville @unusual_whales Seriously
2022-11-15 17:32:41+00:00,@chriskatje @unusual_whales Ligma &amp; Johnson are welcome back anytime
2022-11-15 17:24:45+00:00,@unusual_whales I would like to apologize for firing these geniuses. Their immense talent will no doubt be of great use elsewhere.
2022-11-15 17:15:42+00:00,@MuskUniversity (cue Obama giving himself a medal meme)
2022-11-15 17:15:03+00:00,@MuskUniversity Exactly
2022-11-15 17:10:29+00:00,@schrep Server control team knows because they stop working from time to time. That’s why they have the “critical 40” list.
2022-11-15 17:09:10+00:00,"@schrep True. Server side can (and has been) brute-forced, but that can’t solve weak Internet connections &amp; older phones.

Worth noting that Twitter in India &amp; many other countries is slow even on latest iPhone."
2022-11-15 17:04:47+00:00,"@WholeMarsBlog Starlink is rebuilding the Internet in space, so maybe I know slightly more than some guy who wrote code for a website"
2022-11-15 16:53:12+00:00,"@schrep There are ~1200 “microservices” server side, of which ~40 are critical to Twitter working at all, according to server control team. 

Trimming down that 1200 number, reducing data usage, serialized trips &amp; simplifying app are all needed to improve speed of use."
2022-11-15 16:44:31+00:00,"@schrep Twitter is very slow in India, Indonesia &amp; many other countries. This is fact, not “claim”.

10 to 15 secs to refresh homeline tweets is common. Sometimes, it doesn’t work at all, especially on Android phones.

Only question is how much delay is due to bandwidth/latency/app."
2022-11-15 16:33:15+00:00,@Umbisam Mr. Munger’s words are much appreciated
2022-11-15 16:28:12+00:00,@mayemusk @Twitter @instagram @Fidias0 🤗
2022-11-15 10:25:50+00:00,@minliangtan @wlopwangling Malenia battle was next-level intense
2022-11-15 10:25:06+00:00,"@minliangtan @wlopwangling Yes, although it seemed almost impossible at times"
2022-11-15 10:23:22+00:00,@waitbutwhy The ratings on this simulation are incredible
2022-11-15 10:17:39+00:00,@wlopwangling Definitely
2022-11-15 10:14:19+00:00,@Popeska @sampullara Why is Twitter unusably slow in many countries? Seems odd that this would be bandwidth only.
2022-11-15 09:39:59+00:00,"@micsolana Yeah, I hate it"
2022-11-15 09:35:35+00:00,"By the People,
For the People"
2022-11-15 09:19:19+00:00,Twitter is All the News
2022-11-15 08:58:48+00:00,"@NASASpaceflight Next test is ~20 sec firing with max oxygen fill to test autogenous pressurization, possibly one more static fire, then orbital launch attempt"
2022-11-15 08:30:43+00:00,@NASASpaceflight Test went well
2022-11-15 04:09:06+00:00,@ChrisJBakke @TrungTPhan @nytimes 🤩
2022-11-15 03:29:18+00:00,@_corywynn_ @TrungTPhan 🤣
2022-11-15 03:27:51+00:00,@TrungTPhan Why the puff piece @nytimes?
2022-11-14 20:42:32+00:00,@WholeMarsBlog Good question
2022-11-14 20:35:10+00:00,@cb_doge Did seem a little Dr Evil tbh haha
2022-11-14 20:34:15+00:00,"@alexeheath This is an external analysis, not from Twitter. It is lower than Twitter’s published mDAU."
2022-11-14 20:32:17+00:00,Sìì! https://t.co/Gj1wHytJxk
2022-11-14 18:56:24+00:00,@NASASpaceflight Full test duration of 14 engines
2022-11-14 18:49:43+00:00,Recent trend is promising https://t.co/0q7UdxSkbM
2022-11-14 16:01:11+00:00,@nichegamer @abhiharry726 @sampullara That’s what I said!
2022-11-14 15:34:42+00:00,"@abhiharry726 @sampullara In some parts of the world, refresh takes 30 seconds"
2022-11-14 15:33:05+00:00,@Popeska @sampullara How many serial requests are made by app to refresh timeline?
2022-11-14 15:29:53+00:00,@sampullara And we will finally stop adding what device a tweet was written on (waste of screen space &amp; compute) below every tweet. Literally no one even knows why we did that …
2022-11-14 15:27:45+00:00,@sampullara Part of today will be turning off the “microservices” bloatware. Less than 20% are actually needed for Twitter to work!
2022-11-14 15:22:42+00:00,"@sampullara I was told ~1200 RPCs independently by several engineers at Twitter, which matches # of microservices. The ex-employee is wrong.

Same app in US takes ~2 secs to refresh (too long), but ~20 secs in India, due to bad batching/verbose comms. Actually useful data transferred is low."
2022-11-14 14:54:03+00:00,@mishaboar @MattWallace888 That is not good
2022-11-14 14:48:09+00:00,@SeagerKershaw @KoguanLeo @hiromichimizuno This is up to the Tesla board
2022-11-14 14:19:19+00:00,@leandroruschel @rmotta2 Can you cite specific instances of significance?
2022-11-14 14:17:47+00:00,@Alpsoy66 @EricFrohnhoefer @MEAInd I have Tesla covered too. Will be there part of this week.
2022-11-14 14:16:36+00:00,@dogeofficialceo @EricFrohnhoefer @MEAInd That’s the bizarre part
2022-11-14 14:15:41+00:00,@sselrehtaef 🤣💯
2022-11-14 14:08:03+00:00,@helvio @rmotta2 How was it proven?
2022-11-14 14:07:06+00:00,"@MattWallace888 Yay, he’s investing in Tesla!"
2022-11-14 14:03:46+00:00,@TaraBull808 @MarioNawfal @KimDotcom @RealChetBLong @favrue3 @cvpayne @AlderLaneEggs @bennyjohnson @catturd2 @RealCandaceO A question worth asking
2022-11-14 14:02:42+00:00,@EricFrohnhoefer @MEAInd I’m ready through the list right now
2022-11-14 14:02:01+00:00,"@EricFrohnhoefer @MEAInd True, the food is great. 

The fact that you don’t realize that there are up to 1200 “microservices” being called when someone uses the Twitter app is not great."
2022-11-14 13:58:36+00:00,@FBIPantyRaid @ThisIsKyleR Interesting
2022-11-14 13:57:28+00:00,@rmotta2 It’s on my list to review. How urgent is this?
2022-11-14 13:48:44+00:00,@SawyerMerritt That is my philosophy
2022-11-14 10:05:37+00:00,@jimcramer @JohnLegere Umm … no
2022-11-14 10:00:09+00:00,@chainsawdotcom @CL207 SpaceX Starlink bought a tiny – not large – ad package to test effectiveness of Twitter advertising in Australia &amp; Spain. Did same for FB/Insta/Google.
2022-11-14 08:00:51+00:00,@NFTDannny @SawyerMerritt End of week
2022-11-14 07:59:56+00:00,@Fwiz @SawyerMerritt Join Twitter!
2022-11-14 07:44:40+00:00,@CL207 Comments in this thread had me rofl
2022-11-14 07:44:07+00:00,@CL207 🤣🤣🔥🔥🪦🪦
2022-11-14 07:40:45+00:00,@SawyerMerritt Something tells me this would work 🧠
2022-11-14 06:40:25+00:00,@__SeriousGemini @dawallach @Jason That goes without saying 🤣
2022-11-14 06:36:16+00:00,"@dawallach @Jason BTC will make it, but might be a long winter"
2022-11-14 06:27:44+00:00,@johnjhacking Concerning
2022-11-14 05:35:54+00:00,@TrungTPhan @SBF_FTX 🔥🔥
2022-11-14 04:40:49+00:00,@ShooterMcKevin1 @MrHumanityGives Accurate assessment
2022-11-14 04:36:27+00:00,@chicago_glenn @MrHumanityGives Great movie
2022-11-14 04:33:09+00:00,@MrHumanityGives Are FB followed real?
2022-11-14 03:54:02+00:00,@BillyM2k Damn
2022-11-14 02:05:14+00:00,@gchahal Good summary!
2022-11-14 01:56:50+00:00,@MuskUniversity I do
2022-11-14 01:06:39+00:00,@AnaPaulaVolei @GFiuza_Oficial Will look into it
2022-11-13 23:48:23+00:00,@ashleevance 🤣💯
2022-11-13 23:36:10+00:00,@EricFrohnhoefer Twitter is super slow on Android. What have you done to fix that?
2022-11-13 23:34:51+00:00,@EricFrohnhoefer Then please correct me. What is the right number?
2022-11-13 23:24:23+00:00,"@_hawko False. Twitter spends $13M/year on food service for SF HQ. Badge in records show peak occupancy was 25%, average occupancy below 10%.

There are more people preparing breakfast than eating breakfast.

They don’t even bother serving dinner, because there is no one in the building."
2022-11-13 23:08:08+00:00,@WallStreetSilv @mtaibbi Yup
2022-11-13 22:12:27+00:00,@TrungTPhan 🤣
2022-11-13 21:28:42+00:00,@dennishegstad Increasing granularity about what “verified” actually means is the right move
2022-11-13 21:17:35+00:00,@jakeshieldsajj @SenMarkey @washingtonpost https://t.co/oNmqc7NlxY
2022-11-13 21:07:13+00:00,@dogeofficialceo @TomFitton https://t.co/P0piGwEkmG
2022-11-13 21:00:50+00:00,@dogeofficialceo @TomFitton 🤔
2022-11-13 20:46:40+00:00,@TomFitton 🤔 https://t.co/XpH56PxLgm
2022-11-13 20:34:46+00:00,@lexfridman I think you’re great
2022-11-13 20:20:54+00:00,@Tattytats @AmoneyResists I can’t tell
2022-11-13 20:05:37+00:00,@nichegamer Especially bizarre given that almost no one came to the office. Estimated cost per lunch served in past 12 months is &gt;$400.
2022-11-13 19:54:05+00:00,@micsolana 🤣
2022-11-13 19:30:46+00:00,"@HSajwanization I hope they keep cursing me on Twitter, as it increases advertising revenue!"
2022-11-13 19:28:49+00:00,@219_eth 🧐
2022-11-13 18:56:21+00:00,@dennishegstad We will enable organizations to manage affiliations
2022-11-13 18:11:54+00:00,"@engineers_feed Output of any company is the vector sum of people within it. Someone may be a strong vector, but negatively affect those around them to such a degree that they are a net negative."
2022-11-13 18:00:58+00:00,"Btw, I’d like to apologize for Twitter being super slow in many countries. App is doing &gt;1000 poorly batched RPCs just to render a home timeline!"
2022-11-13 17:58:00+00:00,@jessica_kirsh @SpaceX @TeslaAIBot @Tesla Cool :)
2022-11-13 17:55:00+00:00,"@johnkrausphotos Ultimately, I think there is no choice but for Twitter to be the final arbiter, but I’m open to suggestions"
2022-11-13 17:52:01+00:00,"Rolling out soon, Twitter will enable organizations to identify which other Twitter accounts are actually associated with them"
2022-11-13 17:49:33+00:00,@D4VIDBRAVO Coming soon
2022-11-13 17:48:57+00:00,"@sama Amphetamines negatively affect empathy, psychedelics do the opposite"
2022-11-13 17:45:23+00:00,@People4Bernie @SenMarkey @washingtonpost Are you suggesting the Senator will abuse his political power to attack me?
2022-11-13 17:42:04+00:00,@BillyM2k Twitter rocks
2022-11-13 17:30:51+00:00,@muratpak @archillect What matters is that you love them
2022-11-13 17:16:52+00:00,Twitter feels increasingly alive
2022-11-13 17:15:02+00:00,"@JohnLegere @HolyKnightKeith @Twitter @MikeSievert @TMobile I like both you and Mike! It’s just that Twitter at its core is a software &amp; servers company. The technology needs to evolve rapidly, which requires a technologist."
2022-11-13 16:10:27+00:00,@JohnLegere @Twitter No
2022-11-13 15:56:46+00:00,"@TomFitton SBF was a major Dem donor, so no investigation"
2022-11-13 15:45:27+00:00,@dogeofficialceo @SenMarkey @washingtonpost 🤣🤣
2022-11-13 15:36:38+00:00,@SenMarkey @washingtonpost And why does your pp have a mask!?
2022-11-13 15:20:22+00:00,@SenMarkey @washingtonpost Perhaps it is because your real account sounds like a parody?
2022-11-13 05:51:44+00:00,@BLKMDL3 @DirtyTesLa @WholeMarsBlog Rollout will broaden roughly every week
2022-11-13 05:32:32+00:00,@ID_AA_Carmack Fond memories
2022-11-13 05:28:21+00:00,@TaraBull808 🤣💯
2022-11-13 05:21:37+00:00,@WholeMarsBlog @saasInvestor Ok …
2022-11-13 05:20:17+00:00,@DirtyTesLa @WholeMarsBlog Probably next month
2022-11-13 05:19:37+00:00,@DirtyTesLa @WholeMarsBlog Going without saying that we all want ASS (Actually Smart Summon) ASAP!!
2022-11-13 05:15:23+00:00,@slashdot No way
2022-11-13 01:30:48+00:00,@debarghya_das @ayushkhd @Tesla Making Tesla Superchargers &amp; connectors available to all is the right thing to do
2022-11-13 00:39:10+00:00,@A_MrBenMitchell @RadioShack @MarioNawfal Spaces should be evolve. It has potential to be truly great.
2022-11-13 00:38:08+00:00,@pauljamil @philbak1 Probably end of next week
2022-11-13 00:32:01+00:00,@philbak1 My reaction to SBF was … different
2022-11-13 00:25:25+00:00,@MarioNawfal Twitter at its best!
2022-11-13 00:18:14+00:00,@alex_avoigt 💪💪
2022-11-13 00:08:38+00:00,@kellymilkies @tomasverdugo @balinares 🎯
2022-11-12 23:57:36+00:00,@elephantbridge @balinares Yes
